"id";"ticker";"date";"sector";"52WeekChange";"ask";"bid";"52WeekHigh";"52WeekLow";"dailyOpen";"previousClose";"dailyVolume";"quickRatio";"10DayAverageVolume";"marketCap";"dayHigh";"dayLow"
456;"PFE";"2023-07-16";"Healthcare";-28.4335;36.32;36.26;54.93;35.35;36.3;36.06;17915147;0.969;21217250;205037649920;36.49;36.005
457;"TMO";"2023-07-16";"Healthcare";1.65143;531.0;528.4;611.06;475.77;529.67;526.65;953034;0.805;1222450;204185255936;531.925;525.31
458;"NFLX";"2023-07-16";"Communication Services";131.463;442.91;442.51;456.48;188.4;452.785;450.38;7195860;1.065;5494400;196447109120;456.48;439.7
459;"ABT";"2023-07-16";"Healthcare";0.850308;107.92;107.7;115.69;93.25;108.0;107.74;4016006;1.07;4502140;187684880384;108.46;107.18
460;"AMD";"2023-07-16";"Technology";42.38;116.03;116.0;132.83;54.57;116.17;115.92;91927197;1.518;52244740;186705149952;122.12;115.25
461;"DHR";"2023-07-16";"Healthcare";-2.64308;247.92;240.7;303.82;221.22;239.83;238.81;2909798;1.349;2538040;177486839808;241.93;239.04
462;"CMCSA";"2023-07-16";"Communication Services";3.62605;42.32;41.89;43.72;28.39;41.93;42.56;12903169;0.55;14752070;175132540928;42.2653;41.8
463;"TMUS";"2023-07-16";"Communication Services";3.87447;141.0;139.69;154.38;124.92;138.97;140.69;4053267;0.603;3721970;167600635904;140.33;138.47
464;"NKE";"2023-07-16";"Consumer Cyclical";3.85799;108.2;107.89;131.31;82.22;107.94;107.84;6933557;1.6;8589900;165918064640;108.635;107.19
465;"DIS";"2023-07-16";"Communication Services";-7.39812;88.55;88.45;126.48;84.07;90.41;90.47;17769989;0.826;12895980;161935327232;90.49;88.435
466;"WFC";"2023-07-16";"Financial Services";5.75383;43.62;43.36;48.84;35.25;44.75;43.71;30897627;0.0;0;0;0.0;0.0
467;"TXN";"2023-07-16";"Technology";13.2649;180.99;180.51;186.3;145.97;181.61;183.12;3701290;3.933;4305080;164149231616;183.03;180.325
468;"VZ";"2023-07-16";"Communication Services";-32.3588;34.07;34.05;51.17;33.72;34.43;34.64;31576021;0.54;23450930;142977695744;34.5;33.945
469;"UPS";"2023-07-16";"Industrials";2.8765;185.24;184.5;209.39;154.87;184.78;185.36;2213650;1.228;3212430;159117213696;185.665;183.9
470;"PM";"2023-07-16";"Consumer Defensive";11.1608;99.89;99.09;105.62;82.85;100.37;100.49;2938467;0.306;3892500;154443890688;100.65;99.49
471;"NEE";"2023-07-16";"Utilities";-5.56057;74.08;72.85;91.35;69.64;73.48;73.71;6463743;0.245;7153730;148114341888;73.75;72.79
472;"RTX";"2023-07-16";"Industrials";7.09354;96.95;96.0;104.91;80.27;97.09;97.17;3454627;0.715;3929330;140517834752;97.15;95.73
473;"MS";"2023-07-16";"Financial Services";8.77504;86.48;85.62;100.99;74.67;87.41;86.21;7732694;1.67;7508490;143262023680;87.41;85.56
474;"INTC";"2023-07-16";"Technology";-14.3632;33.17;33.16;40.73;24.59;33.78;33.87;30438659;1.152;32264410;138268655616;33.87;33.0
475;"HON";"2023-07-16";"Industrials";20.585;206.08;205.76;220.96;166.63;207.91;208.71;2161287;0.854;2424940;137222651904;207.84;205.5
476;"BMY";"2023-07-16";"Healthcare";-16.0022;62.02;61.95;81.44;61.57;62.02;62.28;9234522;1.188;7977770;130126651392;62.34;61.58
477;"LOW";"2023-07-16";"Consumer Cyclical";23.1175;242.0;228.2;235.07;176.5;229.95;229.54;1536023;0.176;2375500;134037299200;230.86;228.485
478;"QCOM";"2023-07-16";"Technology";-13.5013;122.9;122.21;156.66;101.47;123.0;123.12;7892158;1.318;6703320;136531836928;123.18;121.13
479;"BA";"2023-07-16";"Industrials";44.2729;213.39;213.25;223.91;120.99;217.0;216.85;4294849;0.294;4677230;128211705856;217.016;212.82
480;"AXP";"2023-07-16";"Financial Services";21.8225;174.0;173.01;182.15;130.65;175.36;174.24;1829557;1.564;2322490;128870563840;175.66;172.52
481;"SPGI";"2023-07-16";"Financial Services";20.4598;416.96;415.12;417.36;279.32;412.62;412.03;1282643;0.607;1131570;133459214336;417.36;412.29
482;"INTU";"2023-07-16";"Technology";24.6594;484.4;482.88;490.83;352.63;479.0;481.35;1158078;1.13;1449760;135546232832;486.48;478.433
483;"CAT";"2023-07-16";"NULL";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0
484;"UNP";"2023-07-16";"Industrials";0.366282;212.67;210.5;242.36;183.69;210.37;210.61;1603021;0.489;1997250;128639549440;211.66;209.87
485;"COP";"2023-07-16";"Energy";25.8846;107.4;107.09;138.49;84.65;110.07;110.55;4738178;1.204;5586140;129585324032;110.23;106.45
486;"IBM";"2023-07-16";"Technology";-3.42431;134.76;133.4;153.21;115.55;133.91;133.92;2861496;0.982;3026740;121133195264;133.93;132.94
487;"AMAT";"2023-07-16";"Technology";53.2532;143.85;142.38;146.69;71.12;144.57;142.65;6058757;1.372;5426120;119865491456;145.39;142.38
488;"AMGN";"2023-07-16";"Healthcare";-6.72982;228.39;226.8;296.67;211.71;227.84;227.66;2044668;2.624;2305320;121521987584;228.66;225.98
489;"DE";"2023-07-16";"Industrials";39.1542;415.0;414.01;448.4;296.95;413.18;409.55;984373;1.722;1180000;121560334336;414.92;409.08
490;"GE";"2023-07-16";"Industrials";121.842;110.56;110.0;111.97;48.306;111.0;111.28;2717867;0.802;3977440;120236072960;111.21;110.03
491;"LMT";"2023-07-16";"Industrials";19.89;464.62;463.66;508.1;373.67;466.0;466.38;933202;1.072;755820;117587894272;466.46;462.36
492;"ISRG";"2023-07-16";"Healthcare";71.628;356.56;354.0;355.38;180.07;347.5;346.97;2072816;4.398;1656000;124040896512;355.31;346.4
493;"PLD";"2023-07-16";"Real Estate";7.17282;128.01;127.32;138.86;98.03;126.46;126.95;2655387;0.338;3114470;117972779008;127.865;125.82
494;"T";"2023-07-16";"Communication Services";-29.3716;14.52;14.5;21.53;14.29;14.8;15.12;101745447;0.301;42769010;103660503040;14.81;14.29
495;"NOW";"2023-07-16";"Technology";36.0032;585.0;579.76;584.263;337.0;577.0;577.45;916484;1.045;1049810;118246621184;584.263;576.0
496;"SYK";"2023-07-16";"Healthcare";59.7876;303.19;301.63;306.93;188.84;299.64;299.64;1310997;0.848;908200;114804842496;304.85;299.75
497;"SBUX";"2023-07-16";"Consumer Cyclical";26.6484;101.59;101.49;115.48;80.0;101.77;101.6;3939769;0.508;6090630;116485701632;102.08;100.985
498;"GS";"2023-07-16";"Financial Services";8.27525;326.6;325.61;389.58;287.75;331.99;328.68;1815195;1.54;2298940;108441214976;332.475;325.21
499;"ELV";"2023-07-16";"Healthcare";-8.75;438.5;420.11;549.52;412.0;435.19;417.63;2512881;1.304;1705330;104003584000;443.54;435.19
500;"BLK";"2023-07-16";"Financial Services";21.8399;729.0;725.01;785.65;503.12;743.0;739.8;1064180;1.042;679840;109031964672;744.0;722.54
501;"SCHW";"2023-07-16";"Financial Services";-4.44154;58.59;58.4;86.63;45.0;60.26;59.93;12775204;0.388;10158280;106508738560;60.26;58.48
502;"MDLZ";"2023-07-16";"Consumer Defensive";20.3463;72.39;72.29;78.59;54.72;71.97;71.83;4556767;0.429;6584030;98434514944;72.335;71.6
503;"BKNG";"2023-07-16";"Consumer Cyclical";64.8802;2950.38;2863.45;2867.76;1616.85;2844.79;2834.53;238645;1.495;287660;105885958144;2867.76;2828.05
504;"TJX";"2023-07-16";"Consumer Cyclical";40.3868;85.0;84.47;86.43;59.78;84.66;84.94;3865235;0.537;4504620;97593466880;84.94;84.0
505;"GILD";"2023-07-16";"Healthcare";26.7488;77.68;77.19;89.74;59.27;76.61;76.71;6072293;1.014;5001610;96282951680;77.635;76.46
506;"ADI";"2023-07-16";"Technology";23.6522;194.43;191.97;199.44;133.48;197.375;198.27;2922341;1.056;2949010;96257212416;197.385;191.495
507;"MMC";"2023-07-16";"Financial Services";25.8645;187.31;186.16;189.02;147.61;187.02;186.56;2248142;1.02;1419900;92374302720;187.41;185.55
508;"ADP";"2023-07-16";"Industrials";8.59401;229.79;229.41;274.92;201.46;227.2;227.16;1185648;0.096;1412370;94799339520;229.67;226.62
509;"AMT";"2023-07-16";"Real Estate";-22.1785;194.48;193.71;282.47;178.17;196.1;196.84;1712215;0.382;1804010;90398359552;196.63;193.69
510;"CVS";"2023-07-16";"Healthcare";-24.2974;71.5;71.38;107.26;66.34;72.0;71.22;9700216;0.614;8675620;91511291904;72.3;71.31
511;"VRTX";"2023-07-16";"Healthcare";23.3098;355.0;352.0;354.94;271.61;348.84;349.02;961397;3.953;955700;90848886784;353.4;348.215
512;"C";"2023-07-16";"Financial Services";-8.62792;45.89;45.75;54.56;40.01;48.48;47.68;38634533;0.0;0;0;0.0;0.0
513;"UBER";"2023-07-16";"Technology";98.1842;45.01;44.77;46.4;22.11;45.905;45.64;22054795;0.858;18666980;90566393856;46.4;44.56
514;"LRCX";"2023-07-16";"Technology";50.9027;647.5;638.75;651.01;299.59;642.12;638.3;919115;1.943;1064160;85784150016;647.18;636.09
515;"CI";"2023-07-16";"Healthcare";5.36985;287.57;279.84;340.11;240.5;277.94;270.06;2063798;0.591;1451130;83660767232;284.9;277.94
516;"HCA";"2023-07-16";"Healthcare";72.7299;301.48;291.66;304.86;171.22;296.01;295.98;1214553;0.87;1057430;81580392448;299.99;295.165
517;"MO";"2023-07-16";"Consumer Defensive";7.6177;46.0;45.48;48.11;40.35;45.67;45.58;4860620;0.625;7645350;81201471488;45.68;45.35
518;"ABNB";"2023-07-16";"Consumer Cyclical";46.7595;143.85;143.5;144.63;81.91;140.25;140.09;6728498;0.883;5162360;88292417536;143.57;139.69
519;"ZTS";"2023-07-16";"Healthcare";0.250351;172.44;171.75;187.82;124.15;171.66;171.0;2455886;1.721;1467670;79571066880;173.37;171.22
520;"PGR";"2023-07-16";"Financial Services";5.89355;117.22;115.7;149.87;109.42;114.2;114.78;10076724;0.232;4038930;68357185536;117.36;111.41
521;"PANW";"2023-07-16";"Technology";43.0848;241.5;241.2;258.88;132.22;238.5;239.01;5733315;0.653;5595630;73790578688;242.83;238.08
522;"FI";"2023-07-16";"Technology";36.2137;130.52;125.29;128.85;91.55;128.48;128.68;1829522;0.233;2315150;79015682048;128.65;127.54
523;"REGN";"2023-07-16";"Healthcare";22.468;721.0;716.0;837.55;563.82;721.12;720.98;621537;4.541;658050;78828830720;721.35;715.22
524;"SO";"2023-07-16";"Utilities";-0.43242;71.6;70.7;80.57;60.71;71.29;71.48;2810435;0.321;3627410;77832749056;71.67;71.015
525;"AAPL";"2023-07-17";"Technology";29.6593;193.94;193.76;194.48;124.17;191.9;190.69;49798987;0.764;50554710;3051210670080;194.32;191.81
526;"MSFT";"2023-07-17";"Technology";35.7876;345.06;344.92;351.47;213.43;345.678;345.24;20023516;1.655;24520570;2570671882240;346.96;342.2
527;"GOOG";"2023-07-17";"Communication Services";14.3663;124.9;124.81;129.55;83.45;126.06;125.7;19245423;2.195;21962430;1585985880064;127.28;124.5
528;"AMZN";"2023-07-17";"Consumer Cyclical";18.3896;133.49;133.46;146.57;81.43;134.56;134.68;45910246;0.689;48246190;1370378993664;135.61;133.21
529;"NVDA";"2023-07-17";"Technology";182.399;464.27;463.43;480.88;108.13;462.89;454.69;50053170;2.672;40634930;1147586740224;464.96;452.63
530;"TSLA";"2023-07-17";"Consumer Cyclical";16.9752;290.26;290.37;314.667;101.81;286.625;281.38;130759947;0.932;113694100;920359403520;292.23;283.57
531;"BRK-B";"2023-07-17";"Financial Services";23.467;344.78;344.0;346.44;259.85;341.09;341.09;2351551;1.287;2904740;752014131200;345.72;341.09
532;"META";"2023-07-17";"Communication Services";84.6977;310.73;310.45;316.24;88.09;307.54;308.87;25263928;1.91;28949580;796035186688;311.41;304.71
533;"V";"2023-07-17";"Financial Services";17.3496;244.36;243.5;245.37;174.6;243.11;243.16;4326578;1.082;5533090;511012667392;245.37;243.0
534;"UNH";"2023-07-17";"Healthcare";-7.54761;484.38;483.56;558.1;445.68;481.11;480.17;4560719;0.569;5234800;450693955584;484.6;478.3
535;"LLY";"2023-07-17";"Healthcare";39.6836;448.01;447.04;469.87;296.32;449.45;449.46;2346069;0.789;2703330;424457961472;450.62;443.26
536;"WMT";"2023-07-17";"Consumer Defensive";20.1056;154.99;154.95;159.12;120.06;154.4;154.66;3367025;0.191;4757420;416986267648;154.98;153.82
537;"JPM";"2023-07-17";"Financial Services";33.9744;153.34;153.05;153.75;101.28;150.35;149.77;17095332;0.0;0;0;0.0;0.0
538;"JNJ";"2023-07-17";"Healthcare";-8.24198;159.07;159.37;181.04;150.11;159.75;159.87;5443557;0.678;6324250;413379985408;159.87;158.15
539;"XOM";"2023-07-17";"Energy";17.2358;101.37;101.36;119.92;83.89;100.72;100.94;17967294;1.072;16900800;409877315584;101.665;100.22
540;"MA";"2023-07-17";"Financial Services";21.6006;402.2;401.0;404.0;276.87;401.95;402.51;2343991;0.768;2416580;381136404480;404.0;401.12
541;"PG";"2023-07-17";"Consumer Defensive";4.70309;148.99;148.5;158.11;122.18;149.65;150.05;4432253;0.344;6558730;351164956672;150.16;148.97
542;"AVGO";"2023-07-17";"Technology";80.9514;911.29;912.44;921.78;415.07;891.01;888.58;2667935;1.942;2186950;375687774208;913.21;889.78
543;"ORCL";"2023-07-17";"Technology";69.8761;118.87;118.91;127.54;60.78;118.85;119.27;6728205;0.775;8257710;322698379264;119.97;118.253
544;"HD";"2023-07-17";"Consumer Cyclical";8.00204;318.0;314.25;347.25;265.61;315.72;316.5;2000732;0.215;3262620;317750312960;317.82;314.15
545;"MRK";"2023-07-17";"Healthcare";16.2443;105.61;105.51;119.65;84.52;107.04;107.34;7323693;0.95;7274340;267877548032;107.44;105.29
546;"CVX";"2023-07-17";"Energy";10.0301;153.74;153.26;189.68;139.08;153.35;153.58;4326673;1.028;6363080;286848417792;154.14;152.64
547;"KO";"2023-07-17";"Consumer Defensive";-1.21654;60.89;60.76;65.47;54.02;60.76;60.9;9897563;0.809;13991090;262977699840;61.1;60.49
548;"PEP";"2023-07-17";"Consumer Defensive";11.8567;186.71;185.42;196.88;160.98;186.34;188.21;5235799;0.605;5539740;255534546944;187.005;185.42
549;"ABBV";"2023-07-17";"Healthcare";-9.06599;134.82;134.81;168.11;130.96;135.82;136.01;4020791;0.659;5666950;237879230464;136.23;134.561
550;"COST";"2023-07-17";"Consumer Defensive";5.88804;555.0;552.82;564.75;447.9;546.18;546.7;1908918;0.511;1794730;245043134464;554.21;546.145
551;"BAC";"2023-07-17";"Financial Services";-9.76441;29.4;29.41;38.6;26.32;29.15;29.11;48636498;0.0;0;0;0.0;0.0
552;"ADBE";"2023-07-17";"Technology";37.2038;521.63;522.09;523.79;274.73;513.0;514.83;2626050;1.033;2577630;237927596032;522.63;512.38
553;"MCD";"2023-07-17";"Consumer Cyclical";16.8449;294.93;295.27;299.1;230.58;295.08;294.94;1666911;1.251;2035430;215144103936;296.86;294.55
554;"CSCO";"2023-07-17";"Technology";18.2629;50.79;50.86;52.56;38.6;50.2;50.38;14302009;1.107;16779710;207053799424;50.949;50.14
555;"CRM";"2023-07-17";"Technology";36.5954;229.0;228.43;232.2;126.34;229.24;229.33;3518015;0.86;5357390;222071996416;230.28;227.81
556;"PFE";"2023-07-17";"Healthcare";-28.4335;36.0;36.0;54.93;35.35;36.12;36.32;20458052;0.969;21217250;202440818688;36.12;35.78
557;"TMO";"2023-07-17";"Healthcare";1.65143;526.09;523.7;611.06;475.77;526.32;529.36;1289955;0.805;1222450;202603806720;527.13;519.26
558;"NFLX";"2023-07-17";"Communication Services";131.463;450.7;450.05;456.68;188.4;445.57;441.91;6745111;1.065;5494400;200065662976;456.68;445.19
559;"ABT";"2023-07-17";"Healthcare";0.850308;107.71;106.71;115.69;93.25;107.54;107.93;4519900;1.07;4502140;186067648512;107.71;106.714
560;"AMD";"2023-07-17";"Technology";42.38;118.35;118.32;132.83;54.57;115.95;115.94;67906762;1.518;52244740;190537809920;118.84;112.73
561;"DHR";"2023-07-17";"Healthcare";-2.64308;237.9;237.2;303.82;221.22;240.15;240.53;3402865;1.349;2538040;175442870272;240.45;234.897
562;"CMCSA";"2023-07-17";"Communication Services";3.62605;42.05;42.09;43.72;28.39;41.85;42.01;16339206;0.55;14752070;175466053632;42.265;41.51
563;"TMUS";"2023-07-17";"Communication Services";3.87447;137.99;138.29;154.38;124.92;139.32;139.68;4898106;0.603;3721970;165584830464;139.65;137.77
564;"NKE";"2023-07-17";"Consumer Cyclical";3.85799;108.7;108.59;131.31;82.22;107.26;107.95;6104728;1.6;8589900;167086178304;109.1;106.76
565;"DIS";"2023-07-17";"Communication Services";-7.39812;85.59;85.51;126.48;84.07;88.42;88.62;34285557;0.826;12895980;156343779328;88.49;85.3
566;"WFC";"2023-07-17";"Financial Services";5.75383;44.73;44.72;48.84;35.25;43.56;43.56;25100804;0.0;0;0;0.0;0.0
567;"TXN";"2023-07-17";"Technology";13.2649;184.5;183.4;186.3;145.97;179.29;180.85;3918464;3.933;4305080;166463733760;184.26;178.72
568;"VZ";"2023-07-17";"Communication Services";-32.3588;31.5;31.55;51.17;31.25;33.65;34.01;97083315;0.54;23450930;132257521664;33.65;31.25
569;"UPS";"2023-07-17";"Industrials";2.8765;182.59;182.55;209.39;154.87;184.48;185.26;2553157;1.228;3212430;156952838144;184.5;182.42
570;"PM";"2023-07-17";"Consumer Defensive";11.1608;98.95;98.93;105.62;82.85;99.15;99.5;4695242;0.306;3892500;153590185984;99.3;97.91
571;"NEE";"2023-07-17";"Utilities";-5.56057;72.98;72.62;91.35;69.64;72.96;73.2;4933440;0.245;7153730;147021709312;73.42;72.45
572;"RTX";"2023-07-17";"Industrials";7.09354;96.91;96.0;104.91;80.27;96.09;96.17;3258768;0.715;3929330;140737003520;96.88;95.6
573;"MS";"2023-07-17";"Financial Services";8.77504;86.52;86.58;100.99;74.67;85.68;85.78;7785381;1.67;7508490;144247406592;86.9;85.68
574;"INTC";"2023-07-17";"Technology";-14.3632;34.4;34.37;40.73;24.59;33.16;33.15;33564340;1.152;32264410;143357263872;34.6;33.07
575;"HON";"2023-07-17";"Industrials";20.585;208.49;208.47;220.96;166.63;205.57;206.14;2150605;0.854;2424940;138573971456;208.83;205.26
576;"BMY";"2023-07-17";"Healthcare";-16.0022;61.86;61.85;81.44;61.405;61.99;61.94;7479960;1.188;7977770;129937571840;62.015;61.405
577;"LOW";"2023-07-17";"Consumer Cyclical";23.1175;228.32;227.07;235.07;176.5;228.71;228.74;1951197;0.176;2375500;133586083840;230.1;227.25
578;"QCOM";"2023-07-17";"Technology";-13.5013;124.18;123.37;156.66;101.47;122.33;122.56;5813661;1.318;6703320;137467609088;124.46;120.76
579;"BA";"2023-07-17";"Industrials";44.2729;212.11;211.68;223.91;120.99;212.5;213.12;3539344;0.294;4677230;127459713024;214.23;211.735
580;"AXP";"2023-07-17";"Financial Services";21.8225;175.69;175.79;182.15;130.65;172.94;173.39;2140889;1.564;2322490;130357043200;176.26;172.835
581;"SPGI";"2023-07-17";"Financial Services";20.4598;422.77;409.48;418.64;279.32;416.71;416.02;1188419;0.607;1131570;133898715136;418.64;414.72
582;"INTU";"2023-07-17";"Technology";24.6594;500.0;491.51;492.74;352.63;481.95;483.99;1330446;1.13;1449760;137459056640;492.74;480.48
583;"CAT";"2023-07-17";"NULL";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0
584;"UNP";"2023-07-17";"Industrials";0.366282;210.55;210.25;242.36;183.69;210.56;210.99;1448805;0.489;1997250;127950585856;210.825;209.097
585;"COP";"2023-07-17";"Energy";25.8846;107.45;106.59;138.49;84.65;106.69;107.09;4080084;1.204;5586140;128798793728;107.66;106.14
586;"IBM";"2023-07-17";"Technology";-3.42431;134.24;134.17;153.21;115.55;133.26;133.4;3152055;0.982;3026740;121895968768;134.61;133.1
587;"AMAT";"2023-07-17";"Technology";53.2532;145.49;145.51;146.69;71.12;142.98;142.74;6300565;1.372;5426120;122183188480;146.5;141.835
588;"AMGN";"2023-07-17";"Healthcare";-6.72982;228.5;226.26;296.67;211.71;226.87;227.43;2032710;2.624;2305320;121741066240;228.6;224.335
589;"DE";"2023-07-17";"Industrials";39.1542;420.6;420.01;448.4;296.95;414.97;414.61;1507988;1.722;1180000;123316559872;423.42;414.905
590;"GE";"2023-07-17";"Industrials";121.842;111.59;110.97;112.15;48.306;110.42;110.28;3619535;0.802;3977440;121173712896;112.15;110.15
591;"LMT";"2023-07-17";"Industrials";19.89;470.0;470.18;508.1;373.67;466.29;464.31;1868332;1.072;755820;119021305856;473.99;465.62
592;"ISRG";"2023-07-17";"Healthcare";71.628;356.0;353.67;355.54;180.07;354.0;354.0;1758930;4.398;1656000;123984830464;355.54;348.715
593;"PLD";"2023-07-17";"Real Estate";7.17282;128.5;127.74;138.86;98.03;127.82;127.75;2776700;0.338;3114470;118185181184;128.74;127.11
594;"T";"2023-07-17";"Communication Services";-29.3716;13.53;13.52;21.53;13.48;14.12;14.5;159761628;0.301;42769010;96725966848;14.21;13.48
595;"NOW";"2023-07-17";"Technology";36.0032;592.38;590.75;594.99;337.0;582.67;580.38;1034687;1.045;1049810;120691499008;594.99;582.0
596;"SYK";"2023-07-17";"Healthcare";59.7876;303.35;295.01;306.93;188.84;301.51;302.43;1162900;0.848;908200;113358536704;302.333;297.5
597;"SBUX";"2023-07-17";"Consumer Cyclical";26.6484;100.9;100.85;115.48;80.0;100.83;101.61;4717885;0.508;6090630;115706150912;101.805;100.05
598;"GS";"2023-07-17";"Financial Services";8.27525;329.0;325.5;389.58;287.75;325.89;326.19;1761445;1.54;2298940;108776988672;327.49;324.36
599;"ELV";"2023-07-17";"Healthcare";-8.75;443.0;432.5;549.52;412.0;435.47;438.73;1350297;1.304;1705330;103633772544;438.59;434.65
600;"BLK";"2023-07-17";"Financial Services";21.8399;727.99;727.94;785.65;503.12;724.55;728.03;643992;0.0;0;0;0.0;0.0
601;"SCHW";"2023-07-17";"Financial Services";-4.44154;58.85;58.72;86.63;45.0;58.38;58.52;15409581;0.388;10158280;106727137280;59.3375;58.1
602;"MDLZ";"2023-07-17";"Consumer Defensive";20.3463;73.02;71.7;78.59;54.72;72.05;72.28;5524447;0.429;6584030;97971494912;72.62;71.895
603;"BKNG";"2023-07-17";"Consumer Cyclical";64.8802;2954.21;2905.0;2954.99;1616.85;2857.23;2866.92;251580;1.495;287660;108941852672;2954.99;2857.23
604;"TJX";"2023-07-17";"Consumer Cyclical";40.3868;85.05;84.83;86.43;59.78;85.17;84.92;3023192;0.537;4504620;97800331264;85.857;84.78
605;"GILD";"2023-07-17";"Healthcare";26.7488;77.75;77.68;89.74;59.27;76.67;77.19;4931392;1.014;5001610;96644685824;77.7583;76.455
606;"ADI";"2023-07-17";"Technology";23.6522;196.67;195.25;199.44;133.48;190.58;191.97;3073398;1.056;2949010;98458435584;197.535;190.58
607;"MMC";"2023-07-17";"Financial Services";25.8645;188.38;186.0;189.235;147.61;186.81;186.72;931650;1.02;1419900;93195542528;189.235;186.68
608;"ADP";"2023-07-17";"Industrials";8.59401;236.61;234.09;274.92;201.46;228.26;229.47;1700651;0.096;1412370;96555106304;234.44;228.26
609;"AMT";"2023-07-17";"Real Estate";-22.1785;186.33;185.5;282.47;178.17;192.93;193.97;4335663;0.382;1804010;86805168128;193.205;184.9
610;"CVS";"2023-07-17";"Healthcare";-24.2974;71.18;71.17;107.26;66.34;71.22;71.38;7791953;0.614;8675620;91242070016;71.53;70.5
611;"VRTX";"2023-07-17";"Healthcare";23.3098;357.79;352.8;359.34;271.61;351.74;352.74;1244333;3.953;955700;92198469632;359.34;351.63
612;"C";"2023-07-17";"Financial Services";-8.62792;46.23;46.23;54.56;40.01;45.805;45.75;18280235;0.0;0;0;0.0;0.0
613;"UBER";"2023-07-17";"Technology";98.1842;45.47;45.46;46.4;22.11;44.68;44.75;21911519;0.858;18666980;92104499200;45.65;44.5
614;"LRCX";"2023-07-17";"Technology";50.9027;663.0;659.4;663.833;299.59;635.0;638.56;1382930;1.943;1064160;88673804288;663.833;635.0
615;"CI";"2023-07-17";"Healthcare";5.36985;285.0;279.5;340.11;240.5;281.14;282.76;1102368;0.591;1451130;83187376128;283.82;279.71
616;"HCA";"2023-07-17";"Healthcare";72.7299;299.46;287.91;304.86;171.22;294.78;296.56;1799596;0.87;1057430;80287465472;295.74;289.8
617;"MO";"2023-07-17";"Consumer Defensive";7.6177;45.42;45.37;48.11;40.35;45.32;45.49;4472133;0.625;7645350;81005117440;45.4875;45.2
618;"ABNB";"2023-07-17";"Consumer Cyclical";46.7595;145.75;145.13;147.4;81.91;142.29;143.34;5657673;0.883;5162360;91613863936;147.4;142.29
619;"ZTS";"2023-07-17";"Healthcare";0.250351;173.5;167.82;187.82;124.15;172.52;172.19;1634187;1.721;1467670;78896381952;172.52;169.68
620;"PGR";"2023-07-17";"Financial Services";5.89355;122.05;121.95;149.87;109.42;117.99;116.79;6022919;0.232;4038930;71377330176;122.66;117.795
621;"PANW";"2023-07-17";"Technology";43.0848;250.03;249.7;258.88;132.22;240.97;241.26;5230841;0.653;5595630;76479045632;250.77;240.97
622;"FI";"2023-07-17";"Technology";36.2137;129.17;125.07;129.15;91.55;127.9;128.0;1781812;0.233;2315150;79330508800;129.15;127.28
623;"REGN";"2023-07-17";"Healthcare";22.468;723.7;706.0;837.55;563.82;718.88;718.52;537096;4.541;658050;79167832064;728.435;717.99
624;"SO";"2023-07-17";"Utilities";-0.43242;70.41;70.03;80.57;60.71;71.24;71.38;2872885;0.321;3627410;76524273664;71.34;70.16
